date,open,high,low,close,adj_close,volume,stock
2020-03-12,2.64,2.64,2.05,2.31,2.31,865100,APRN
2020-03-13,2.45,2.538,2.1,2.28,2.28,751200,APRN
2020-03-16,2.25,4.24,2.25,3.82,3.82,17603400,APRN
2020-03-17,5.5,7.5,5.0,6.55,6.55,31976300,APRN
2020-03-18,9.4,19.49,8.7,16.25,16.25,48743500,APRN
2020-03-19,24.950001,28.84,10.25,14.34,14.34,24675500,APRN
2020-03-20,11.71,12.81,9.06,10.15,10.15,9578900,APRN
2020-03-23,11.17,13.4,11.08,12.26,12.26,8855800,APRN
2020-03-24,11.23,11.61,10.0,10.36,10.36,3789700,APRN
2020-03-25,10.14,11.16,9.15,10.5,10.5,4413900,APRN
2020-03-26,10.17,12.7,9.52,11.66,11.66,4295400,APRN
2020-03-27,10.92,13.4,10.5,10.59,10.59,3925200,APRN
2020-03-30,11.65,12.52,10.91,11.75,11.75,4162700,APRN
2020-03-31,11.97,13.2,11.6,12.05,12.05,2725300,APRN
2020-04-01,12.35,14.74,12.06,13.6,13.6,6711500,APRN
2020-04-02,13.9,14.75,12.02,12.21,12.21,3170000,APRN
2020-04-03,12.01,12.79,11.4,12.03,12.03,1205100,APRN
2020-04-06,11.7,12.49,11.15,11.7,11.7,2084300,APRN
2020-04-07,12.0,12.34,11.51,11.71,11.71,1265700,APRN
2020-04-08,11.6,12.34,11.6,11.96,11.96,865600,APRN
2020-04-09,11.68,11.89,11.21,11.32,11.32,1702500,APRN
2020-04-13,11.7,12.11,11.11,11.96,11.96,1850100,APRN
2020-04-14,12.06,12.47,11.3,11.3,11.3,2322000,APRN
2020-04-15,11.5,11.97,11.25,11.49,11.49,1664500,APRN
2020-04-16,11.49,11.97,11.35,11.78,11.78,904200,APRN
2020-04-17,11.15,11.79,11.15,11.51,11.51,1522200,APRN
2020-04-20,11.64,12.43,11.46,11.68,11.68,2448800,APRN
2020-04-21,11.6,11.88,10.57,11.05,11.05,1484000,APRN
2020-04-22,11.05,11.35,10.93,11.2,11.2,709100,APRN
2020-04-23,11.1,11.63,11.02,11.15,11.15,1321900,APRN
2020-04-24,11.13,11.423,11.0,11.08,11.08,988700,APRN
2020-04-27,11.25,11.71,11.14,11.34,11.34,1325500,APRN
2020-04-28,11.48,12.75,11.33,12.55,12.55,2831300,APRN
2020-04-29,9.24,10.6,8.43,9.38,9.38,6832000,APRN
2020-04-30,9.25,9.3,7.5,7.69,7.69,3436300,APRN
2020-05-01,7.19,7.39,6.55,6.71,6.71,2488000,APRN
2020-05-04,6.51,8.049,6.36,7.24,7.24,2741100,APRN
2020-05-05,7.42,7.449,6.637,7.08,7.08,1355400,APRN
2020-05-06,6.9,7.09,6.56,6.91,6.91,1031000,APRN
2020-05-07,6.77,6.9,6.563,6.63,6.63,581400,APRN
2020-05-08,6.6,7.2,6.57,7.08,7.08,1073600,APRN
2020-05-11,7.1,8.55,7.09,8.26,8.26,2482800,APRN
2020-05-12,8.33,9.14,8.3,8.94,8.94,2540700,APRN
2020-05-13,8.98,9.04,7.53,7.89,7.89,1534500,APRN
2020-05-14,7.76,8.962,7.72,8.79,8.79,1727700,APRN
2020-05-15,8.5,8.72,7.8,7.81,7.81,1131400,APRN
2020-05-18,8.18,8.4,7.8,8.2,8.2,932700,APRN
2020-05-19,8.15,8.64,8.0,8.53,8.53,787800,APRN
2020-05-20,8.36,8.74,8.15,8.48,8.48,696500,APRN
2020-05-21,8.15,8.28,7.91,8.16,8.16,1272100,APRN
2020-05-22,8.04,8.34,8.0,8.27,8.27,370000,APRN
2020-05-26,8.25,8.82,7.95,8.82,8.82,1445000,APRN
2020-05-27,8.56,8.908,8.2,8.79,8.79,794500,APRN
2020-05-28,8.54,9.33,8.54,8.67,8.67,1039700,APRN
2020-05-29,8.64,9.49,8.55,9.42,9.42,972600,APRN
2020-06-01,9.46,13.13,9.41,12.18,12.18,5447800,APRN
2020-06-02,12.15,14.65,11.01,11.11,11.11,4866000,APRN
2020-06-03,11.5,12.42,11.09,11.54,11.54,1200600,APRN
2020-06-04,11.6,12.08,10.76,11.04,11.04,769700,APRN
2020-06-05,11.19,11.75,10.1,11.33,11.33,1323800,APRN
2020-06-08,11.26,11.97,11.05,11.7,11.7,1312000,APRN
2020-06-09,11.45,11.65,10.319,10.36,10.36,1111700,APRN
2020-06-10,10.5,10.93,9.6,9.77,9.77,798300,APRN
2020-06-11,9.55,10.69,8.82,10.55,10.55,2409300,APRN
2020-06-12,10.57,10.63,9.81,10.13,10.13,743600,APRN
2020-06-15,9.97,10.107,9.28,10.08,10.08,783200,APRN
2020-06-16,10.2,10.2,9.58,10.08,10.08,501300,APRN
2020-06-17,9.92,10.47,9.85,10.25,10.25,538200,APRN
2020-06-18,10.2,10.2,9.51,9.94,9.94,549600,APRN
2020-06-19,9.87,9.95,9.33,9.58,9.58,751400,APRN
2020-06-22,9.57,9.88,9.29,9.71,9.71,506100,APRN
2020-06-23,9.69,10.55,9.601,10.36,10.36,725000,APRN
2020-06-24,10.29,11.39,10.02,11.17,11.17,1140000,APRN
2020-06-25,11.33,11.85,10.3,10.89,10.89,2006900,APRN
2020-06-26,10.89,10.98,10.3,10.58,10.58,542100,APRN
2020-06-29,10.44,10.7,10.1,10.23,10.23,476100,APRN
2020-06-30,10.26,11.2,10.16,11.09,11.09,1076700,APRN
2020-07-01,11.2,11.61,10.79,11.14,11.14,642700,APRN
2020-07-02,11.28,11.83,10.94,11.7,11.7,719500,APRN
2020-07-06,11.8,12.94,11.76,12.61,12.61,995100,APRN
2020-07-07,12.73,14.25,12.01,13.19,13.19,1927700,APRN
2020-07-08,13.35,15.0,13.321,14.33,14.33,2280600,APRN
2020-07-09,14.52,14.52,12.53,13.41,13.41,1237900,APRN
2020-07-10,13.18,13.5,12.18,12.43,12.43,784300,APRN
2020-07-13,12.43,12.81,11.655,11.94,11.94,538954,APRN
2019-07-15,71.730003,72.150002,70.080002,71.709999,69.467003,23365800,C
2019-07-16,71.699997,72.0,71.089996,71.32,69.089195,16516600,C
2019-07-17,71.190002,71.5,70.620003,70.82,68.604828,12278200,C
2019-07-18,70.540001,71.900002,70.480003,71.790001,69.544502,13409900,C
2019-07-19,71.730003,72.169998,70.860001,70.919998,68.701706,11184600,C
2019-07-22,70.720001,71.290001,70.68,71.110001,68.885765,7930600,C
2019-07-23,71.330002,72.18,71.300003,71.989998,69.738235,11804300,C
2019-07-24,71.660004,73.080002,71.660004,73.010002,70.726341,12512900,C
2019-07-25,72.959999,73.080002,70.93,71.389999,69.157005,15698300,C
2019-07-26,72.150002,72.639999,71.849998,72.160004,69.902924,10625900,C
2019-07-29,71.910004,72.339996,71.730003,71.760002,69.515434,8561200,C
2019-07-30,71.029999,71.709999,70.580002,71.709999,69.467003,9208300,C
2019-07-31,71.400002,71.660004,70.809998,71.160004,68.934204,13617300,C
2019-08-01,70.669998,71.089996,67.599998,68.349998,66.212097,22571000,C
2019-08-02,67.610001,68.059998,66.629997,67.610001,65.987617,14771400,C
2019-08-05,65.599998,65.82,64.580002,65.18,63.615921,21144800,C
2019-08-06,66.0,66.330002,64.830002,66.25,64.660248,12411500,C
2019-08-07,64.629997,65.32,63.639999,65.139999,63.576889,18418300,C
2019-08-08,65.849998,66.790001,65.629997,66.739998,65.138489,13577900,C
2019-08-09,66.330002,66.57,65.209999,66.050003,64.46505,13604600,C
2019-08-12,64.610001,64.790001,63.84,64.239998,62.698475,12555100,C
2019-08-13,63.900002,65.959999,63.509998,64.830002,63.27433,19056700,C
2019-08-14,62.880001,63.040001,61.18,61.41,59.936394,29370700,C
2019-08-15,61.98,62.369999,60.720001,61.32,59.848553,16340400,C
2019-08-16,61.93,63.66,61.849998,63.48,61.956718,16450700,C
2019-08-19,64.82,64.910004,64.160004,64.309998,62.7668,13312700,C
2019-08-20,63.720001,64.080002,63.349998,63.419998,61.898159,9815800,C
2019-08-21,64.129997,64.169998,63.060001,63.25,61.732239,14692900,C
2019-08-22,63.810001,64.209999,63.41,63.91,62.3764,9718500,C
2019-08-23,63.279999,64.129997,61.52,61.950001,60.463432,17997900,C
2019-08-26,62.57,62.82,62.169998,62.720001,61.214958,10628800,C
2019-08-27,63.009998,63.099998,61.16,61.66,60.180389,17219300,C
2019-08-28,61.299999,62.799999,61.299999,62.360001,60.863598,12343500,C
2019-08-29,63.310001,64.230003,63.099998,63.900002,62.366642,11478200,C
2019-08-30,64.339996,64.82,64.190002,64.349998,62.805843,11844600,C
2019-09-03,64.0,64.040001,62.32,63.419998,61.898159,11991500,C
2019-09-04,64.0,64.480003,63.84,64.279999,62.737522,9689800,C
2019-09-05,65.650002,67.279999,65.610001,66.339996,64.748085,14723500,C
2019-09-06,66.190002,66.5,65.75,65.970001,64.386971,10476000,C
2019-09-09,66.760002,69.300003,66.690002,68.790001,67.139297,20193300,C
2019-09-10,69.18,70.010002,68.449997,68.980003,67.324745,18146200,C
2019-09-11,68.720001,69.209999,68.110001,68.900002,67.246666,11858800,C
2019-09-12,68.110001,70.059998,67.93,69.300003,67.637062,15528700,C
2019-09-13,70.339996,70.739998,69.849998,70.389999,68.700905,14313100,C
2019-09-16,68.959999,70.110001,68.959999,69.830002,68.15435,12063700,C
2019-09-17,69.779999,69.779999,68.669998,69.480003,67.812744,10916900,C
2019-09-18,69.209999,70.349998,68.959999,70.089996,68.408096,11234500,C
2019-09-19,70.059998,70.470001,69.589996,69.730003,68.056747,10069100,C
2019-09-20,70.150002,70.540001,69.330002,69.349998,67.68586,26002100,C
2019-09-23,68.620003,69.699997,68.610001,69.550003,67.881058,9546300,C
2019-09-24,69.5,69.57,67.559998,67.900002,66.27066,16801900,C
2019-09-25,67.910004,69.699997,67.870003,69.379997,67.715141,12243000,C
2019-09-26,69.32,69.529999,68.800003,69.110001,67.45163,8555500,C
2019-09-27,69.82,70.360001,69.059998,69.459999,67.793221,11559700,C
2019-09-30,69.800003,69.900002,69.010002,69.080002,67.42234,8661000,C
2019-10-01,69.57,70.269997,68.010002,68.150002,66.514664,12428500,C
2019-10-02,67.760002,67.800003,66.190002,66.260002,64.670013,14760900,C
2019-10-03,66.080002,66.730003,64.790001,66.699997,65.099449,12646100,C
2019-10-04,66.760002,68.239998,66.669998,68.18,66.543938,10977100,C
2019-10-07,67.870003,68.839996,67.860001,68.150002,66.514664,7835500,C
2019-10-08,67.029999,67.18,66.029999,66.400002,64.806648,13500700,C
2019-10-09,67.0,67.769997,66.790001,67.43,65.811935,8357800,C
2019-10-10,67.769997,69.290001,67.550003,68.620003,66.973381,9817000,C
2019-10-11,69.989998,70.93,69.989998,70.099998,68.41787,14921700,C
2019-10-14,69.529999,70.5,69.459999,70.239998,68.554497,11398600,C
2019-10-15,70.169998,72.080002,68.699997,71.220001,69.510994,22030100,C
2019-10-16,70.82,71.459999,69.419998,69.5,67.832268,17295400,C
2019-10-17,70.029999,70.339996,69.18,69.599998,67.929863,11382800,C
2019-10-18,69.32,70.089996,69.139999,69.739998,68.066498,10413600,C
2019-10-21,70.519997,71.889999,70.519997,71.809998,70.086823,13080600,C
2019-10-22,71.720001,72.870003,71.470001,72.059998,70.330826,11052300,C
2019-10-23,71.900002,72.470001,71.730003,72.449997,70.711479,10327000,C
2019-10-24,72.550003,72.860001,71.860001,72.300003,70.565079,7445700,C
2019-10-25,71.970001,73.419998,71.809998,73.169998,71.4142,10497600,C
2019-10-28,73.730003,74.279999,73.440002,73.589996,71.82412,13086800,C
2019-10-29,73.139999,73.790001,72.720001,73.089996,71.336113,9592300,C
2019-10-30,72.75,73.349998,72.099998,72.970001,71.219002,12431500,C
2019-10-31,72.360001,72.970001,71.330002,71.860001,70.135628,16864000,C
2019-11-01,72.25,73.989998,72.099998,73.839996,72.583244,12935200,C
2019-11-04,74.940002,75.269997,74.110001,75.150002,73.870956,12585200,C
2019-11-05,75.190002,75.970001,74.639999,74.830002,73.556404,14403200,C
2019-11-06,74.419998,75.050003,73.970001,74.419998,73.153374,12629200,C
2019-11-07,75.410004,76.279999,75.410004,75.809998,74.519722,14340500,C
2019-11-08,75.480003,76.120003,75.059998,76.120003,74.824448,7927100,C
2019-11-11,75.449997,76.080002,75.239998,75.599998,74.313293,6020300,C
2019-11-12,75.550003,75.959999,75.010002,75.07,73.792313,11066600,C
2019-11-13,74.25,74.910004,73.709999,73.910004,72.652061,14040700,C
2019-11-14,73.610001,74.010002,73.330002,73.839996,72.583244,9446800,C
2019-11-15,74.339996,74.459999,73.68,74.400002,73.133728,10294000,C
2019-11-18,74.290001,74.639999,73.559998,74.400002,73.133728,8525700,C
2019-11-19,74.970001,75.239998,74.470001,74.82,73.54657,9095500,C
2019-11-20,74.629997,74.720001,73.220001,73.910004,72.652061,12799900,C
2019-11-21,74.080002,74.629997,73.510002,73.900002,72.642235,8585100,C
2019-11-22,74.099998,74.919998,73.970001,74.870003,73.595726,7910700,C
2019-11-25,74.93,75.849998,74.870003,75.68,74.391937,11497700,C
2019-11-26,75.839996,75.839996,74.82,75.459999,74.175674,11306000,C
2019-11-27,75.839996,76.129997,75.5,75.720001,74.431259,7592100,C
2019-11-29,75.43,75.800003,74.989998,75.120003,73.841461,6246900,C
2019-12-02,75.419998,75.93,74.43,74.519997,73.251671,11085300,C
2019-12-03,73.379997,73.470001,72.5,73.330002,72.08194,13559400,C
2019-12-04,73.830002,74.589996,73.419998,74.230003,72.966621,8266400,C
2019-12-05,74.650002,74.849998,74.349998,74.709999,73.438446,9581200,C
2019-12-06,75.93,76.220001,75.599998,75.809998,74.519722,9877800,C
2019-12-09,75.18,75.919998,75.080002,75.330002,74.04789,8817100,C
2019-12-10,75.07,76.269997,74.870003,75.779999,74.490234,13019600,C
2019-12-11,76.120003,76.209999,75.5,75.550003,74.264153,10484900,C
2019-12-12,75.809998,77.519997,75.620003,77.050003,75.738625,15829000,C
2019-12-13,77.050003,77.830002,76.059998,76.389999,75.089851,13447000,C
2019-12-16,77.360001,77.599998,76.900002,76.910004,75.600998,13967200,C
2019-12-17,77.290001,78.129997,77.129997,77.739998,76.41687,14409200,C
2019-12-18,77.699997,78.330002,77.660004,77.919998,76.593811,12643000,C
2019-12-19,78.0,78.519997,77.940002,78.199997,76.869041,13006200,C
2019-12-20,78.940002,79.050003,78.040001,78.510002,77.173775,32019400,C
2019-12-23,78.669998,78.970001,78.440002,78.760002,77.419518,9256500,C
2019-12-24,78.699997,78.940002,78.459999,78.589996,77.252403,4576200,C
2019-12-26,78.75,79.839996,78.650002,79.830002,78.471306,11992800,C
2019-12-27,80.0,80.18,79.580002,79.669998,78.314026,10867900,C
2019-12-30,80.150002,80.419998,79.339996,79.510002,78.156746,10084900,C
2019-12-31,79.32,79.940002,79.099998,79.889999,78.530281,8031200,C
2020-01-02,80.129997,81.260002,80.029999,81.230003,79.847481,12728900,C
2020-01-03,79.800003,80.519997,79.449997,79.699997,78.343513,12437400,C
2020-01-06,78.720001,79.550003,78.720001,79.449997,78.097771,10059500,C
2020-01-07,79.290001,79.300003,78.730003,78.760002,77.419518,10469100,C
2020-01-08,78.769997,80.0,78.68,79.360001,78.0093,11292400,C
2020-01-09,80.980003,80.980003,79.730003,80.080002,78.717049,12895900,C
2020-01-10,80.0,80.010002,79.07,79.25,77.901169,10062100,C
2020-01-13,79.5,80.720001,79.0,80.650002,79.277344,16566300,C
2020-01-14,81.199997,83.110001,80.970001,81.910004,80.5159,24971800,C
2020-01-15,81.730003,82.050003,80.730003,81.239998,79.8573,16063600,C
2020-01-16,81.959999,82.129997,80.849998,81.0,79.621384,10426000,C
2020-01-17,81.160004,81.400002,80.809998,81.120003,79.739349,12413100,C
2020-01-21,80.480003,80.910004,79.870003,79.900002,78.540108,10521100,C
2020-01-22,80.199997,80.480003,79.860001,80.099998,78.736702,8045600,C
2020-01-23,79.580002,80.080002,78.919998,79.800003,78.441818,11618200,C
2020-01-24,79.620003,79.669998,77.639999,78.419998,77.085297,15036100,C
2020-01-27,76.260002,77.0,75.849998,76.709999,75.404404,15859600,C
2020-01-28,77.209999,78.129997,76.779999,77.239998,75.925377,10960200,C
2020-01-29,77.540001,77.900002,76.410004,76.480003,75.178322,9478900,C
2020-01-30,75.739998,77.540001,75.5,77.43,76.112152,12498200,C
2020-01-31,75.959999,76.18,73.910004,74.410004,73.628517,17101200,C
2020-02-03,74.699997,76.209999,74.699997,75.129997,74.34095,11099200,C
2020-02-04,76.75,77.269997,76.43,76.5,75.696564,12173200,C
2020-02-05,77.919998,78.980003,77.809998,78.849998,78.021881,13070400,C
2020-02-06,79.800003,79.860001,78.400002,78.970001,78.140625,12826400,C
2020-02-07,78.129997,79.050003,78.059998,78.690002,77.863564,8341700,C
2020-02-10,78.080002,78.739998,78.050003,78.480003,77.655769,8418300,C
2020-02-11,78.75,79.550003,78.639999,79.089996,78.259354,9437200,C
2020-02-12,79.900002,80.769997,79.300003,79.330002,78.496841,9484100,C
2020-02-13,78.889999,79.279999,78.620003,79.0,78.170303,8946200,C
2020-02-14,78.889999,79.089996,78.449997,78.790001,77.962509,9056600,C
2020-02-18,78.610001,78.860001,77.510002,77.580002,76.765221,10343500,C
2020-02-19,77.870003,78.389999,77.620003,78.050003,77.230286,9145200,C
2020-02-20,77.660004,78.690002,77.309998,78.220001,77.398499,11763400,C
2020-02-21,77.559998,77.959999,76.150002,76.440002,75.637192,14020000,C
2020-02-24,73.379997,74.050003,72.440002,72.529999,71.768257,21096200,C
2020-02-25,72.629997,73.209999,69.0,69.43,68.700813,27451000,C
2020-02-26,70.019997,70.610001,68.160004,68.18,67.463943,25552100,C
2020-02-27,66.099998,66.889999,64.400002,64.449997,63.773113,34651400,C
2020-02-28,62.0,64.449997,61.34,63.459999,62.793514,46029800,C
2020-03-02,63.849998,67.610001,63.119999,67.589996,66.880135,29006400,C
2020-03-03,67.860001,68.43,64.470001,65.050003,64.366821,29547700,C
2020-03-04,66.050003,67.519997,64.360001,67.389999,66.682236,24188500,C
2020-03-05,64.800003,65.120003,63.009998,63.490002,62.8232,27277600,C
2020-03-06,60.459999,62.310001,59.740002,61.279999,60.63641,29916600,C
2020-03-09,54.310001,55.610001,51.0,51.369999,50.830486,35625600,C
2020-03-10,54.73,55.700001,51.5,55.580002,54.996277,32527500,C
2020-03-11,53.950001,54.330002,50.02,50.790001,50.25658,36709000,C
2020-03-12,45.299999,49.0,42.82,43.259998,42.80566,45941600,C
2020-03-13,47.82,51.240002,45.310001,51.040001,50.503956,40519800,C
2020-03-16,40.490002,45.23,39.57,41.189999,40.757401,35133800,C
2020-03-17,42.0,43.98,38.799999,40.25,39.827274,51650000,C
2020-03-18,37.060001,37.990002,32.0,36.43,36.047398,48351400,C
2020-03-19,35.470001,41.240002,34.200001,39.639999,39.223682,43397100,C
2020-03-20,40.459999,40.990002,37.200001,38.060001,37.660278,38163900,C
2020-03-23,37.549999,38.150002,34.619999,35.389999,35.018318,33013300,C
2020-03-24,37.650002,40.919998,37.34,40.66,40.232971,34100600,C
2020-03-25,42.310001,44.700001,39.43,41.860001,41.420368,38211100,C
2020-03-26,43.68,46.290001,43.0,46.02,45.536678,31528600,C
2020-03-27,44.130001,45.5,43.0,43.799999,43.339993,25484500,C
2020-03-30,44.049999,44.259998,41.57,44.080002,43.617054,27459000,C
2020-03-31,43.630001,44.23,41.650002,42.119999,41.677635,26219100,C
2020-04-01,39.139999,40.25,38.0,38.509998,38.105549,29219500,C
2020-04-02,38.360001,39.66,37.299999,39.23,38.817989,29532100,C
2020-04-03,39.0,39.459999,36.669998,37.490002,37.096264,25327100,C
2020-04-06,39.799999,41.34,39.509998,41.119999,40.688137,30064700,C
2020-04-07,44.810001,45.59,41.119999,41.25,40.816772,35220700,C
2020-04-08,42.849998,44.450001,41.970001,44.259998,43.795158,32944800,C
2020-04-09,46.939999,49.220001,46.369999,47.41,46.912079,43659200,C
2020-04-13,47.5,47.57,45.27,46.68,46.189747,27944300,C
2020-04-14,47.66,47.740002,43.529999,45.419998,44.942978,40466200,C
2020-04-15,43.369999,44.27,42.610001,42.860001,42.409866,32249000,C
2020-04-16,42.709999,42.84,40.099998,40.52,40.09444,37756000,C
2020-04-17,43.150002,45.619999,42.650002,45.450001,44.972664,41252900,C
2020-04-20,43.400002,45.439999,42.889999,44.009998,43.547787,33471900,C
2020-04-21,42.349998,43.110001,41.07,41.57,41.133411,35336200,C
2020-04-22,43.0,43.119999,41.849998,42.240002,41.796379,21911600,C
2020-04-23,42.650002,43.740002,42.259998,42.459999,42.014065,23970700,C
2020-04-24,43.0,43.34,41.73,43.099998,42.647343,26310300,C
2020-04-27,44.169998,46.82,43.73,46.560001,46.071007,30929200,C
2020-04-28,48.939999,49.59,46.93,47.209999,46.714176,28973300,C
2020-04-29,49.700001,50.650002,48.459999,50.259998,49.732143,32941100,C
2020-04-30,49.07,49.77,48.040001,48.560001,48.050003,28639300,C
2020-05-01,46.310001,46.470001,45.220001,45.52,45.52,28078900,C
2020-05-04,45.029999,45.360001,43.98,45.119999,45.119999,26340200,C
2020-05-05,46.299999,46.349998,43.919998,43.950001,43.950001,27342900,C
2020-05-06,44.490002,45.02,42.720001,42.950001,42.950001,25028000,C
2020-05-07,43.52,45.16,43.439999,44.639999,44.639999,29849100,C
2020-05-08,45.32,46.419998,45.259998,46.32,46.32,22919100,C
2020-05-11,45.209999,45.25,43.810001,44.07,44.07,34739000,C
2020-05-12,44.389999,44.689999,42.32,42.349998,42.349998,33328300,C
2020-05-13,42.0,42.200001,40.23,40.599998,40.599998,35350600,C
2020-05-14,39.990002,42.099998,38.759998,42.060001,42.060001,40976400,C
2020-05-15,41.580002,42.450001,41.099998,41.919998,41.919998,28494900,C
2020-05-18,44.049999,45.91,43.490002,45.669998,45.669998,39406100,C
2020-05-19,45.27,45.790001,44.209999,44.43,44.43,27271600,C
2020-05-20,45.57,46.279999,45.220001,45.470001,45.470001,23841300,C
2020-05-21,45.169998,45.790001,44.779999,45.0,45.0,21698300,C
2020-05-22,44.77,45.049999,43.689999,44.099998,44.099998,22631700,C
2020-05-26,46.200001,48.900002,45.98,48.169998,48.169998,34429300,C
2020-05-27,51.68,52.389999,49.860001,52.259998,52.259998,43660500,C
2020-05-28,52.990002,53.009998,49.110001,49.16,49.16,37972800,C
2020-05-29,48.02,49.48,47.560001,47.91,47.91,35900500,C
2020-06-01,48.139999,49.68,47.82,49.450001,49.450001,22860100,C
2020-06-02,50.709999,51.290001,50.16,50.84,50.84,27651300,C
2020-06-03,52.560001,53.759998,52.419998,53.34,53.34,33341800,C
2020-06-04,53.299999,55.689999,52.610001,55.650002,55.650002,33083500,C
2020-06-05,61.57,62.470001,58.34,58.860001,58.860001,44648500,C
2020-06-08,60.66,61.330002,59.77,61.240002,61.240002,32587100,C
2020-06-09,59.0,60.200001,57.650002,59.5,59.5,30422900,C
2020-06-10,58.900002,59.139999,55.860001,55.860001,55.860001,36743700,C
2020-06-11,51.669998,53.52,48.200001,48.389999,48.389999,62098600,C
2020-06-12,51.400002,52.450001,49.799999,52.25,52.25,39022000,C
2020-06-15,49.959999,53.0,49.740002,52.98,52.98,36592100,C
2020-06-16,56.299999,56.400002,52.32,54.450001,54.450001,37638700,C
2020-06-17,54.700001,54.799999,52.880001,53.0,53.0,23693700,C
2020-06-18,52.669998,53.650002,52.029999,53.040001,53.040001,22280600,C
2020-06-19,54.060001,54.09,51.560001,52.919998,52.919998,50379300,C
2020-06-22,51.849998,52.57,51.52,52.060001,52.060001,22642100,C
2020-06-23,52.950001,53.73,52.5,52.950001,52.950001,22092600,C
2020-06-24,51.669998,51.84,50.16,50.810001,50.810001,27207700,C
2020-06-25,50.299999,52.790001,50.130001,52.68,52.68,28112400,C
2020-06-26,52.34,52.34,49.470001,49.580002,49.580002,35426200,C
2020-06-29,50.279999,50.919998,49.610001,50.290001,50.290001,22578600,C
2020-06-30,49.810001,51.549999,49.650002,51.099998,51.099998,23360400,C
2020-07-01,51.759998,52.0,50.150002,50.349998,50.349998,19206900,C
2020-07-02,52.119999,52.459999,50.279999,50.549999,50.549999,22042700,C
2020-07-06,51.869999,52.560001,51.189999,51.970001,51.970001,22613100,C
2020-07-07,51.25,51.360001,50.09,50.32,50.32,21235300,C
2020-07-08,50.200001,51.07,49.939999,50.880001,50.880001,19115300,C
2020-07-09,50.73,51.080002,49.029999,49.450001,49.450001,24263900,C
2019-07-15,145.130005,145.360001,143.970001,145.059998,144.196075,5289200,DIS
2019-07-16,144.75,144.990005,143.809998,144.300003,143.440613,5854700,DIS
2019-07-17,144.600006,144.679993,142.369995,142.570007,141.720917,5296400,DIS
2019-07-18,142.460007,142.460007,140.169998,141.630005,140.786514,8035500,DIS
2019-07-19,142.240005,142.240005,139.740005,139.850006,139.01712,6109900,DIS
2019-07-22,141.25,141.440002,140.009995,140.839996,140.001205,7706400,DIS
2019-07-23,141.649994,142.539993,140.270004,141.259995,140.418716,7514500,DIS
2019-07-24,141.399994,141.589996,140.399994,141.289993,140.448532,5896600,DIS
2019-07-25,141.399994,143.229996,141.039993,143.210007,142.357101,7294400,DIS
2019-07-26,143.740005,145.190002,143.050003,144.649994,143.788513,8139400,DIS
2019-07-29,145.589996,147.149994,145.169998,146.389999,145.518158,11674100,DIS
2019-07-30,145.759995,146.800003,144.610001,144.929993,144.066849,6563100,DIS
2019-07-31,144.990005,145.0,142.339996,143.009995,142.158295,9710700,DIS
2019-08-01,143.339996,144.529999,141.259995,141.850006,141.005203,8911700,DIS
2019-08-02,140.990005,142.220001,139.940002,141.710007,140.866043,6539100,DIS
2019-08-05,139.139999,140.229996,137.029999,138.300003,137.476349,10669700,DIS
2019-08-06,140.410004,141.949997,138.369995,141.869995,141.02507,18818900,DIS
2019-08-07,134.929993,135.869995,132.259995,134.860001,134.056839,29084500,DIS
2019-08-08,137.899994,138.0,136.009995,137.889999,137.068787,14054800,DIS
2019-08-09,137.100006,139.240005,136.759995,138.520004,137.695038,8811900,DIS
2019-08-12,137.309998,137.570007,135.229996,135.75,134.941528,7473300,DIS
2019-08-13,135.0,137.919998,135.0,137.009995,136.194016,8145400,DIS
2019-08-14,135.059998,135.149994,132.679993,132.850006,132.058807,11797700,DIS
2019-08-15,133.5,134.279999,132.470001,133.410004,132.615463,7590100,DIS
2019-08-16,134.020004,135.5,133.830002,135.199997,134.394806,6353800,DIS
2019-08-19,136.789993,137.619995,134.279999,135.289993,134.484268,11741800,DIS
2019-08-20,133.330002,136.039993,133.259995,135.130005,134.325226,8628000,DIS
2019-08-21,134.610001,136.059998,134.050003,135.759995,134.951462,6325000,DIS
2019-08-22,136.199997,136.669998,134.690002,136.080002,135.269562,6967100,DIS
2019-08-23,135.509995,136.440002,131.020004,131.669998,130.885834,10190900,DIS
2019-08-26,134.190002,134.639999,132.550003,134.610001,133.808319,8093800,DIS
2019-08-27,135.770004,135.990005,134.190002,134.490005,133.689041,6013600,DIS
2019-08-28,134.059998,136.729996,133.520004,136.550003,135.736771,5950500,DIS
2019-08-29,138.119995,138.679993,137.419998,137.839996,137.019073,6532700,DIS
2019-08-30,138.289993,138.5,136.759995,137.259995,136.442535,5622200,DIS
2019-09-03,136.369995,136.419998,135.059998,136.309998,135.498199,5997400,DIS
2019-09-04,136.740005,138.199997,136.389999,137.889999,137.068787,4285400,DIS
2019-09-05,138.919998,139.270004,138.320007,138.839996,138.013123,5143500,DIS
2019-09-06,139.130005,139.809998,138.25,139.550003,138.718903,4090000,DIS
2019-09-09,139.580002,140.080002,138.479996,138.830002,138.003189,5458700,DIS
2019-09-10,138.119995,138.440002,134.580002,135.789993,134.981293,10974600,DIS
2019-09-11,135.559998,136.240005,134.929993,136.190002,135.378906,7896400,DIS
2019-09-12,136.839996,138.669998,136.539993,137.5,136.681107,7333900,DIS
2019-09-13,137.850006,138.220001,137.110001,138.020004,137.198013,5209100,DIS
